row_id,credit_limit,sex,education,marital_status,age,latest_repayment_status,maximum_repayment_delay_6m,delayed_months_6m,average_bill_6m,bill_change_sep_to_apr,total_payment_6m,payment_to_bill_ratio_6m,zero_payment_months_6m,utilization_sep,repayment_assistance_plan,payment_difficulty_next_month
CR26-119700,320000,female,university,single,28,-1,0,0,1500,2900,9000,1.01,0,0.01,no,0
CR26-109195,120000,male,graduate_school,married,48,-1,0,0,400,-200,3100,1.2,0,0.0,no,0
CR26-128195,20000,female,university,married,30,0,0,0,7700,18400,3000,0.07,3,0.92,yes,0
CR26-118955,170000,male,university,single,32,1,2,3,0,-1000,2000,1.0,5,0.0,no,0
CR26-121999,130000,female,high_school,married,28,0,0,0,36400,-7100,46600,0.21,0,0.23,no,0
CR26-116679,50000,male,university,single,47,0,0,0,19100,2700,9000,0.08,0,0.4,yes,0
CR26-117945,200000,male,high_school,married,33,-1,0,0,9900,-1500,58600,0.98,0,0.03,no,0
CR26-125162,50000,male,graduate_school,single,23,2,3,3,8300,-1700,3200,0.06,1,0.15,yes,0
CR26-120331,450000,female,graduate_school,married,38,-2,0,0,0,0,0,0.0,6,0.0,no,0
CR26-120131,320000,male,graduate_school,married,43,-1,0,0,19000,18700,15000,0.13,4,0.06,no,0
CR26-112744,160000,female,graduate_school,married,28,1,3,3,1900,4500,0,0.0,6,0.03,no,1
CR26-103240,420000,male,graduate_school,single,31,-2,0,0,28100,-38900,146200,0.87,0,0.02,no,1
CR26-127218,500000,female,high_school,single,40,0,0,0,193900,31700,253200,0.22,0,0.43,no,0
CR26-104873,420000,female,university,single,29,0,0,0,163100,169900,194300,0.2,0,0.78,no,1
CR26-102033,30000,female,graduate_school,single,29,1,2,3,8200,12500,1000,0.02,5,0.42,no,0
CR26-119093,10000,female,university,single,23,1,3,5,7500,-2300,4400,0.1,2,0.57,no,0
CR26-104330,60000,male,graduate_school,single,36,1,2,6,31700,-6600,10900,0.06,2,0.48,no,1
CR26-112812,100000,female,graduate_school,single,30,0,0,0,74100,24600,17800,0.04,0,0.9,yes,0
CR26-111854,110000,male,graduate_school,single,27,0,0,0,95000,-15500,29000,0.05,0,0.8,no,1
CR26-106255,90000,female,high_school,married,52,0,0,0,43700,-1100,10600,0.04,0,0.47,no,0
CR26-108306,150000,male,university,married,55,0,0,0,600,1500,1600,0.42,3,0.01,no,0
CR26-117868,90000,female,university,single,27,0,0,0,18500,7500,66600,0.6,1,0.21,no,0
CR26-129343,20000,male,university,single,26,1,2,6,15300,-1100,4900,0.05,2,0.72,no,0
CR26-116301,150000,female,university,married,49,1,1,1,1700,0,10400,1.0,3,0.0,no,0
CR26-108302,120000,female,graduate_school,single,26,-2,0,0,300,0,3400,1.81,0,0.0,no,0
CR26-111146,230000,male,graduate_school,single,35,2,2,6,120700,-3700,23600,0.03,1,0.51,no,0
CR26-116865,300000,male,university,married,35,-2,0,0,0,0,0,0.0,6,0.0,no,0
CR26-111570,130000,male,high_school,married,48,0,0,0,34900,94400,77400,0.37,3,0.77,no,0
CR26-126511,150000,female,unknown,single,40,0,0,0,104700,157500,167700,0.27,3,1.05,no,0
CR26-112931,200000,female,graduate_school,single,34,-1,0,0,4700,8200,16300,0.58,2,0.04,no,0
CR26-114229,360000,male,graduate_school,married,45,-1,0,0,4100,-400,20800,0.85,1,0.01,no,0
CR26-109795,110000,female,graduate_school,single,24,0,2,2,81000,-76200,115300,0.24,1,0.08,no,0
CR26-106951,20000,female,university,married,27,0,0,0,18100,300,9200,0.09,0,1.0,no,0
CR26-118685,360000,female,graduate_school,married,39,1,1,1,3700,-2600,14600,0.62,2,0.0,yes,0
CR26-115842,290000,female,university,single,41,0,0,0,151500,154700,65600,0.07,0,0.99,no,0
CR26-101679,300000,female,high_school,single,39,1,1,1,2600,-18400,380100,5.0,0,0.0,no,0
CR26-111905,130000,female,university,married,24,0,0,0,71500,-10300,15900,0.04,0,0.51,no,0
CR26-125481,60000,female,graduate_school,married,38,1,3,3,500,-400,1600,0.6,2,0.0,yes,0
CR26-118137,100000,female,graduate_school,single,30,0,0,0,44600,-34800,84000,0.31,2,0.41,no,0
CR26-120171,500000,male,university,single,32,-1,0,0,2600,-14200,116200,5.0,1,0.0,yes,0
CR26-101568,10000,female,university,single,32,-1,0,0,7500,-9600,11600,0.26,0,0.01,no,0
CR26-111413,40000,female,graduate_school,single,27,-1,0,0,43700,-45600,118500,0.45,0,0.68,no,0
CR26-108274,120000,female,graduate_school,single,34,0,0,0,30000,43100,21400,0.12,0,0.56,no,0
CR26-100684,40000,female,university,married,56,0,0,0,32400,-4300,9800,0.05,0,0.75,yes,0
CR26-105790,150000,male,university,single,28,0,0,0,53100,157100,10100,0.03,4,1.05,no,0
CR26-103436,30000,male,high_school,married,51,0,0,0,9400,13400,4200,0.07,3,0.45,no,0
CR26-109621,20000,female,graduate_school,single,25,0,0,0,3000,15300,3000,0.17,5,0.77,no,0
CR26-129237,30000,male,graduate_school,single,29,0,0,0,16200,3100,26500,0.27,2,0.92,no,0
CR26-111031,270000,male,graduate_school,single,27,0,0,0,195200,-32000,55300,0.05,0,0.65,no,0
CR26-106563,100000,female,university,married,58,0,0,0,99900,1900,30600,0.05,0,1.01,no,0
CR26-115222,50000,male,university,married,38,0,0,0,2600,1600,10400,0.67,2,0.03,no,0
CR26-112856,200000,female,high_school,married,48,-2,0,0,35700,117800,142000,0.66,0,0.6,no,0
CR26-120657,130000,male,graduate_school,single,29,0,0,0,17100,102600,0,0.0,6,0.79,no,0
CR26-115634,360000,male,graduate_school,married,37,-2,0,0,3000,-600,18500,1.03,0,0.0,no,0
CR26-120935,80000,female,university,single,24,2,2,1,66700,32500,15200,0.04,0,1.02,no,1
CR26-116651,50000,female,university,married,45,0,0,0,16500,38200,3600,0.04,0,0.92,no,0
CR26-119614,80000,female,university,single,24,0,0,0,93900,700,20700,0.04,0,1.02,no,0
CR26-122235,80000,female,high_school,single,22,0,0,0,15500,38000,18100,0.19,4,0.47,no,0
CR26-118154,90000,female,university,married,35,-1,0,0,1900,5500,6100,0.54,2,0.06,no,0
CR26-127133,20000,female,high_school,married,43,0,0,0,14500,-8500,10900,0.13,0,0.48,no,0
CR26-108729,60000,female,graduate_school,single,25,-1,2,1,400,-700,2100,0.79,3,0.01,no,0
CR26-116945,30000,female,university,married,44,1,4,6,29100,-800,5700,0.03,3,0.96,no,1
CR26-124424,20000,male,university,single,25,1,2,2,12300,-7600,24500,0.33,1,0.63,yes,0
CR26-114002,180000,female,graduate_school,single,27,-1,2,2,800,800,3400,0.72,3,0.01,no,0
CR26-106944,80000,male,high_school,married,41,0,0,0,59100,34100,39100,0.11,0,1.01,no,0
CR26-102050,310000,male,university,single,27,-2,0,0,61200,24100,216000,0.59,0,0.22,no,0
CR26-127759,60000,female,university,married,52,1,2,2,28200,200,6000,0.04,1,0.48,no,1
CR26-120682,300000,male,graduate_school,single,27,1,1,1,3000,-3300,21200,1.19,2,0.0,yes,0
CR26-116125,80000,female,graduate_school,single,24,0,2,1,34600,16100,16100,0.08,0,0.5,no,1
CR26-126817,210000,female,university,single,32,0,0,0,56000,-19300,29500,0.09,0,0.22,no,0
CR26-123202,50000,male,university,single,39,0,0,0,18500,5200,7400,0.07,0,0.47,no,0
CR26-103132,50000,male,university,single,27,0,0,0,8700,26600,1000,0.02,5,0.53,no,1
CR26-110411,30000,female,high_school,married,46,0,2,1,12300,-4200,5400,0.07,1,0.33,no,0
CR26-110304,220000,female,graduate_school,married,40,-2,0,0,0,0,12100,5.0,5,0.0,no,0
CR26-105671,150000,female,graduate_school,single,27,-1,0,0,7800,-300,45300,0.97,0,0.04,no,0
CR26-128153,300000,female,graduate_school,single,30,0,0,0,56800,-6300,14600,0.04,0,0.18,yes,0
CR26-100377,10000,male,university,married,42,2,3,6,8400,-4500,7100,0.14,2,0.48,yes,1
CR26-126854,20000,male,high_school,married,40,0,0,0,20800,1500,10200,0.08,0,1.01,yes,0
CR26-100729,30000,female,high_school,married,55,2,2,1,30200,-1800,8300,0.05,1,0.98,no,1
CR26-122225,20000,male,high_school,single,22,0,2,1,17900,6000,6400,0.06,1,0.92,no,0
CR26-106878,170000,female,high_school,single,44,1,1,1,1900,0,11500,1.0,3,0.0,no,0
CR26-127279,130000,male,graduate_school,single,29,0,0,0,104600,37200,24300,0.04,0,0.98,no,0
CR26-101295,90000,female,graduate_school,single,23,-1,0,0,3300,0,16100,0.82,2,0.0,no,0
CR26-114497,50000,female,university,single,26,0,0,0,29100,40500,5300,0.03,0,0.99,no,0
CR26-118591,200000,female,graduate_school,single,30,0,0,0,59900,700,14800,0.04,0,0.3,no,0
CR26-120362,20000,male,university,single,22,0,2,3,20000,-2100,7400,0.06,2,0.94,no,1
CR26-125666,80000,female,high_school,married,53,1,1,1,400,-500,4800,2.16,3,0.0,yes,0
CR26-102897,330000,female,university,married,27,1,1,1,0,0,0,0.0,6,0.0,yes,0
CR26-104699,30000,male,university,married,48,0,0,0,26900,1700,8900,0.06,0,0.93,yes,0
CR26-103697,40000,female,high_school,married,48,2,2,3,600,200,2800,0.84,2,0.02,yes,0
CR26-123866,470000,male,university,married,41,-2,0,0,16900,5500,98900,0.98,0,0.03,yes,0
CR26-112445,250000,female,graduate_school,single,34,2,2,1,198100,17300,45500,0.04,0,0.85,no,1
CR26-118584,30000,female,high_school,married,58,1,3,6,26800,-3000,6600,0.04,3,0.83,yes,1
CR26-102783,30000,female,high_school,married,21,4,4,3,29400,9100,1000,0.01,5,1.07,no,1
CR26-116774,360000,male,university,married,40,0,0,0,44600,44100,87000,0.33,0,0.19,yes,0
CR26-107739,60000,male,graduate_school,single,28,-1,0,0,42800,-3600,10300,0.04,0,0.68,no,0
CR26-121937,450000,male,university,single,29,0,0,0,57300,-29800,75300,0.22,0,0.11,no,0
CR26-113145,450000,female,graduate_school,single,31,-1,0,0,47000,-28800,219700,0.78,0,0.03,no,0
CR26-109982,300000,male,university,single,33,0,0,0,250400,105900,59000,0.04,0,1.02,no,0
CR26-105856,170000,female,university,married,51,-1,0,0,4500,-1300,36400,1.34,0,0.02,yes,0
CR26-108003,160000,female,high_school,single,25,-1,0,0,3600,-3600,22200,1.01,1,0.0,yes,0
CR26-113876,200000,female,university,single,26,1,2,2,7100,-7200,44300,1.01,3,0.0,yes,1
CR26-109152,30000,female,graduate_school,single,56,-1,0,0,12400,22000,36400,0.49,0,0.97,no,0
CR26-128141,150000,female,university,single,30,1,2,2,100,-100,8100,5.0,4,0.0,no,1
CR26-125389,140000,male,graduate_school,single,32,0,2,1,61400,-16200,43000,0.12,1,0.36,no,0
CR26-127915,240000,female,university,married,56,2,2,1,162400,-81800,104000,0.11,0,0.56,yes,1
CR26-105929,50000,male,graduate_school,married,37,2,2,2,34000,29500,8400,0.04,1,0.97,no,0
CR26-126704,140000,male,university,single,30,0,0,0,62700,6300,14800,0.04,0,0.5,yes,0
CR26-120666,200000,male,university,single,31,0,0,0,30700,2100,16000,0.09,0,0.17,no,0
CR26-128875,270000,female,graduate_school,single,31,-2,0,0,1100,-300,13000,1.95,0,0.0,yes,0
CR26-106753,100000,female,high_school,married,42,-1,2,2,3700,2100,18800,0.84,1,0.08,no,0
CR26-108335,20000,male,university,single,35,0,0,0,19800,-200,7900,0.07,0,0.98,yes,0
CR26-113989,230000,female,university,single,31,0,0,0,35200,-33900,87400,0.41,2,0.21,no,0
CR26-108109,310000,male,university,married,34,0,0,0,72300,38100,14800,0.03,0,0.29,no,1
CR26-123400,280000,male,high_school,married,46,-1,0,0,20500,700,55200,0.45,0,0.05,no,0
CR26-129748,20000,female,university,single,23,2,7,6,2300,600,0,0.0,6,0.12,yes,1
CR26-127993,50000,female,graduate_school,single,29,0,0,0,47800,900,35800,0.12,1,1.0,no,0
CR26-113110,250000,female,university,married,32,0,0,0,15200,39900,43200,0.47,3,0.16,no,0
CR26-120597,130000,male,graduate_school,single,30,0,0,0,61200,50800,15900,0.04,0,0.6,no,0
CR26-117651,160000,male,graduate_school,single,46,-1,0,0,1300,400,8100,1.02,0,0.01,no,0
CR26-115358,200000,female,graduate_school,married,41,0,0,0,29100,6000,25000,0.14,0,0.15,no,0
CR26-121342,170000,female,university,married,37,-1,0,0,145400,55100,40000,0.05,0,0.99,no,0
CR26-113831,290000,male,university,married,37,-2,0,0,189100,103400,218400,0.19,0,0.69,no,0
CR26-123984,450000,male,graduate_school,married,40,-1,2,1,12800,10500,26000,0.34,2,0.05,no,0
CR26-108880,500000,female,graduate_school,married,37,1,1,1,0,0,0,0.0,6,0.0,no,0
CR26-112287,80000,female,graduate_school,married,28,0,0,0,69500,20000,94500,0.23,0,0.92,no,0
CR26-106350,160000,male,university,single,30,2,2,6,78900,-7400,19000,0.04,0,0.47,no,0
CR26-105459,50000,male,graduate_school,married,46,0,2,2,17100,-5900,8500,0.08,2,0.26,no,0
CR26-127879,70000,female,university,single,33,0,0,0,4700,9300,8800,0.31,2,0.13,yes,0
CR26-119035,50000,female,university,single,23,2,2,1,31100,20800,8000,0.04,0,0.97,yes,1
CR26-100014,280000,female,graduate_school,married,26,-2,0,0,1800,4800,8100,0.73,1,0.02,no,0
CR26-117242,50000,female,graduate_school,single,32,1,2,4,22200,-4900,8700,0.07,1,0.4,no,0
CR26-120218,30000,male,high_school,single,51,0,2,2,27800,-4500,7500,0.04,1,0.85,no,0
CR26-113503,160000,male,high_school,married,57,-1,0,0,0,200,3200,1.91,2,0.0,yes,0
CR26-117629,50000,male,high_school,single,46,-1,2,1,7200,-40000,45500,1.06,1,0.01,no,0
CR26-102394,200000,female,high_school,married,41,-2,0,0,5000,-9800,31500,1.04,2,0.0,no,0
CR26-104935,230000,male,graduate_school,single,27,0,0,0,11800,-4500,15800,0.22,0,0.04,no,0
CR26-120172,30000,female,high_school,single,22,0,0,0,18700,27100,5700,0.05,0,1.0,no,0
CR26-113488,190000,male,high_school,married,64,0,2,1,70100,-6700,19700,0.05,1,0.35,no,0
CR26-110692,400000,male,graduate_school,single,29,0,2,1,82500,-107600,162700,0.33,0,0.1,no,0
CR26-108022,20000,female,university,single,22,0,0,0,22500,-2100,11400,0.08,0,0.89,yes,0
CR26-123134,20000,male,high_school,single,26,-1,3,2,16700,20800,1000,0.01,5,1.04,no,1
CR26-112069,240000,male,graduate_school,single,48,0,0,0,121900,-12400,30500,0.04,0,0.48,no,0
CR26-112373,50000,male,university,single,38,0,0,0,50600,400,12000,0.04,0,1.02,no,0
CR26-116925,180000,female,high_school,married,45,-1,0,0,400,0,2400,1.0,0,0.0,no,0
CR26-110741,350000,male,university,single,42,0,0,0,245400,240600,52200,0.04,0,0.99,yes,1
CR26-118816,180000,female,university,married,34,2,2,1,1500,-300,8600,0.96,4,0.0,no,0
CR26-104520,60000,female,university,single,26,2,2,5,57000,1400,13500,0.04,1,0.94,no,0
CR26-124470,100000,male,university,single,30,0,0,0,45600,12300,14000,0.05,0,0.45,yes,1
CR26-128946,20000,male,university,single,28,0,0,0,12700,-3400,7000,0.09,0,0.57,no,0
CR26-120523,150000,female,graduate_school,single,36,1,1,1,200,0,1200,1.0,4,0.0,no,0
CR26-121957,120000,female,university,married,39,-1,0,0,300,0,1600,0.83,2,0.0,no,0
CR26-120827,170000,female,graduate_school,single,23,0,0,0,14100,5500,12300,0.15,0,0.09,no,0
CR26-118345,50000,male,high_school,single,32,2,2,1,42400,-3000,9800,0.04,0,0.81,no,1
CR26-103352,260000,female,graduate_school,single,26,-1,2,2,18000,-20400,35600,0.33,1,0.01,yes,0
CR26-117334,500000,male,graduate_school,married,31,1,1,1,300,-900,900,0.5,5,0.0,no,0
CR26-111273,50000,male,university,single,29,0,0,0,17600,32300,5000,0.05,3,0.65,no,1
CR26-118052,500000,female,other,married,32,-2,0,0,21700,16800,111400,0.85,0,0.07,yes,0
CR26-103449,230000,male,graduate_school,single,36,0,0,0,196600,-4000,148100,0.13,0,0.95,no,0
CR26-112336,50000,male,graduate_school,married,47,0,0,0,52300,-3400,12400,0.04,0,0.99,no,0
CR26-111789,130000,male,university,married,39,0,0,0,99400,11400,24100,0.04,1,0.8,no,0
CR26-107850,420000,male,graduate_school,single,35,0,0,0,356800,151900,124600,0.06,0,0.98,no,0
CR26-101119,30000,female,graduate_school,single,22,0,0,0,23300,-2500,9200,0.07,0,0.74,yes,1
CR26-123527,200000,female,university,single,33,0,0,0,68600,-7300,16300,0.04,0,0.32,no,0
CR26-110155,70000,male,graduate_school,married,42,0,0,0,57600,24000,27100,0.08,0,1.01,yes,0
CR26-118974,90000,female,university,married,24,2,2,6,85900,4500,16000,0.03,0,0.96,no,0
CR26-109254,500000,male,graduate_school,married,51,0,0,0,240600,-26300,77000,0.05,0,0.45,no,0
CR26-129065,260000,female,university,single,26,0,0,0,250100,41400,52100,0.03,0,1.02,no,0
CR26-116502,580000,male,graduate_school,married,35,-2,0,0,3400,6200,9700,0.47,1,0.02,no,0
CR26-124351,20000,male,high_school,single,35,0,0,0,18000,-1500,5400,0.05,0,0.82,no,0
CR26-124485,130000,female,high_school,married,41,0,0,0,129500,5000,30600,0.04,0,1.01,no,0
CR26-114602,20000,female,graduate_school,single,37,1,1,1,200,0,1000,1.0,5,0.0,yes,0
CR26-121007,50000,female,university,single,39,0,0,0,18000,-400,5900,0.05,0,0.33,no,0
CR26-114259,320000,male,university,single,36,0,2,1,279400,32500,60600,0.04,0,0.9,no,0
CR26-127688,50000,female,high_school,single,48,1,2,3,39000,21600,6200,0.03,1,0.99,yes,0
CR26-129971,80000,female,high_school,married,47,-1,2,1,500,0,4700,1.73,0,0.0,no,0
CR26-122432,50000,male,university,single,47,0,0,0,30300,21000,36300,0.2,1,1.02,yes,0
CR26-126496,500000,male,graduate_school,single,43,-1,0,0,65200,-4500,422400,1.08,0,0.08,no,0
CR26-127306,280000,male,high_school,married,44,0,0,0,254900,143500,252800,0.17,0,1.06,no,0
CR26-127069,120000,male,university,married,40,0,0,0,38900,-6400,13000,0.06,0,0.3,no,0
CR26-111589,160000,male,high_school,single,35,0,0,0,40700,-4700,10200,0.04,0,0.24,no,1
CR26-111651,110000,female,graduate_school,single,31,2,2,6,96000,-8600,24000,0.04,0,0.83,no,1
CR26-119120,230000,female,graduate_school,single,35,-2,0,0,0,-200,300,0.3,4,0.0,no,0
CR26-122187,320000,male,university,married,35,0,0,0,272000,74500,63800,0.04,0,0.86,no,0
CR26-109798,50000,male,university,single,25,0,0,0,35500,18300,8300,0.04,0,0.96,no,0
CR26-114679,70000,female,university,single,22,0,0,0,55300,40800,13300,0.04,0,0.99,yes,0
CR26-100120,20000,male,university,married,40,1,3,6,17500,-3600,7200,0.07,2,0.74,yes,0
CR26-116284,450000,male,graduate_school,single,37,0,0,0,12700,11500,25100,0.33,0,0.04,yes,0
CR26-128040,570000,male,graduate_school,single,29,-1,0,0,3900,-1000,108400,4.4,1,0.01,no,0
CR26-112949,40000,female,university,married,47,2,2,4,32800,-3400,8700,0.04,2,0.78,no,1
CR26-117256,80000,female,high_school,married,37,0,2,1,27500,-3900,8000,0.05,1,0.31,no,0
CR26-113188,20000,male,high_school,married,45,0,0,0,23600,26400,3600,0.03,2,1.32,no,0
CR26-114191,20000,male,university,married,45,4,4,3,20300,1600,400,0.0,5,1.08,no,1
CR26-104757,20000,male,university,married,52,0,0,0,14400,16400,4200,0.05,2,0.82,no,0
CR26-112530,30000,male,high_school,single,26,0,2,1,24500,17800,6200,0.04,2,0.85,no,0
CR26-103221,80000,female,university,single,22,-1,0,0,1000,-100,6300,1.06,0,0.02,no,0
CR26-108903,140000,female,university,single,26,0,0,0,15000,-15900,45600,0.51,0,0.03,no,0
CR26-112883,70000,female,high_school,married,40,0,0,0,56200,15500,11900,0.04,0,0.93,no,0
CR26-109921,180000,female,other,married,34,-1,0,0,5900,6900,22100,0.63,2,0.04,no,0
CR26-109580,150000,female,graduate_school,other_or_unknown,30,-2,0,0,1700,100,14500,1.43,2,0.0,yes,0
CR26-103984,20000,male,university,married,51,0,0,0,16700,7700,5100,0.05,0,0.92,no,0
CR26-112587,70000,female,high_school,married,43,2,2,1,33500,29400,7100,0.04,0,0.66,no,0
CR26-112256,150000,male,university,married,35,1,1,1,0,0,0,0.0,6,0.0,no,0
CR26-114306,150000,female,university,married,36,2,2,6,143600,-12000,33400,0.04,0,0.92,yes,1
CR26-128772,30000,female,university,married,43,0,2,3,16100,-4300,6700,0.07,2,0.44,no,0
CR26-115485,80000,female,university,single,26,0,0,0,2300,-4300,24900,1.8,0,0.01,no,0
CR26-114773,110000,female,university,married,37,0,0,0,108600,6100,23300,0.04,0,0.87,no,0
CR26-114951,50000,female,high_school,single,23,2,2,6,46100,-6700,11300,0.04,2,0.85,no,1
CR26-114826,50000,female,graduate_school,single,33,0,2,4,30000,-8700,14000,0.08,1,0.5,yes,1
CR26-122457,400000,male,graduate_school,married,38,1,2,4,49600,-66700,123400,0.41,0,0.09,no,0
CR26-123183,230000,female,graduate_school,married,38,-1,0,0,47100,-41600,82500,0.29,0,0.01,no,0
CR26-110722,210000,male,graduate_school,single,30,-1,0,0,1000,-600,6200,1.08,1,0.0,no,0
CR26-120199,70000,female,graduate_school,single,25,-1,0,0,7200,-7300,44300,1.03,0,0.04,no,0
CR26-104653,50000,male,graduate_school,single,38,0,0,0,22900,6800,5200,0.04,1,0.54,no,1
CR26-128834,360000,male,graduate_school,married,51,0,0,0,347600,-9600,77100,0.04,0,0.96,no,0
CR26-102699,20000,male,university,single,23,3,3,5,15100,-1500,22900,0.25,4,0.94,yes,0
CR26-122762,150000,female,graduate_school,married,30,-2,0,0,1700,10400,0,0.0,6,0.07,no,0
CR26-127481,230000,female,graduate_school,married,40,-1,0,0,600,1200,3700,1.05,3,0.01,no,0
CR26-108904,110000,male,university,married,51,0,0,0,47700,-5500,13000,0.05,0,0.41,no,0
CR26-115782,30000,male,university,married,39,1,2,2,28900,-200,5600,0.03,1,0.98,no,0
CR26-116184,50000,female,graduate_school,single,25,0,0,0,42900,1000,14200,0.06,0,0.84,no,0
CR26-103861,400000,male,university,married,30,-1,0,0,13000,-10200,36800,0.47,0,0.03,no,0
CR26-120378,10000,female,university,single,22,2,2,1,9200,-2300,3300,0.06,1,0.76,no,0
CR26-118304,50000,female,graduate_school,single,24,0,0,0,23700,26900,70400,0.5,0,0.55,no,1
CR26-122223,50000,male,university,single,50,0,0,0,11100,10500,3200,0.05,0,0.32,no,1
CR26-118634,50000,female,university,single,38,0,0,0,25200,13300,5700,0.04,0,0.68,no,1
CR26-117950,200000,female,university,married,35,-2,0,0,3800,1100,32700,1.42,0,0.02,no,0
CR26-123007,500000,male,graduate_school,married,42,0,0,0,28900,22300,93000,0.54,0,0.1,no,0
CR26-114954,160000,female,university,married,27,0,0,0,31100,900,18000,0.1,0,0.2,yes,0
CR26-118000,300000,female,high_school,single,30,-2,0,0,0,0,0,0.0,6,0.0,no,0
CR26-113036,190000,male,graduate_school,married,55,-1,0,0,2500,-7000,15000,1.0,0,0.0,no,0
